id,topic,quote,author,page,source_title,source_file
511,THE EUCHARIST,The Eucharist is the sun of the feasts of the Church. It sheds light on those feasts and renders them living and joyous.,Peter Julian Eymard,139,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
512,THE EUCHARIST,"The Eucharist is the work of a measureless love that has at its service an infinite power, the omnipotence of God.",Peter Julian Eymard,139,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
513,THE EUCHARIST,"Holy Communion is the shortest and safest way to heaven. There are others: innocence, but that is for little children; penance, but we are afraid of it; generous endurance for the trials of life, but when they come we weep and ask to be spared. The surest, easiest, shortest way is the Eucharist.",Pope Pius,139,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
514,THE EUCHARIST,"X God being goodness itself—and goodness, in the language of Scripture, is the same as perfection—the Christian who is united to Jesus Christ in the Holy Eucharist finds in the efficacy of this sacrament all manner of perfection and holiness. From it he draws strength to rise above himself, to seek after eternal joys, and to despise the deceitful goods of this world because they are unable to satisfy his desires.",Pope Pius,139,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
515,THE EUCHARIST,"X Since God is unsullied purity, he who is united to Jesus Christ in Holy Communion, rising like an innocent dove above the muddy water of this wretched world, wings his flight upward and seeks refuge in the bosom of God—the bosom of Him who is purer than the spotless snow that crowns the mountain tops.",Pope Pius,140,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
516,EVIL,"X Do you know that often a root has split a rock when allowed to remain in it? Give no place to the seed of evil, seeing that it will break up your faith.",Cyril of Jerusalem,140,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
517,EVIL,"What is that which is called evil, except the lack of good? … For corruption is nothing but the destruction of good. Evil things therefore had their origin in good things, and unless they reside in good things, they do not exist at all.",Augustine of Hippo,141,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
518,EVIL,God has deemed it better to bring good out of evil than not to permit evil at all.,Augustine of Hippo Highest,141,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
519,EVIL,"Providence often works a wonderful miracle: that of having evil men make others who are evil to become good. Severinus Take away all evil, and much good would go with it. God’s care is to bring good out of the evils that happen, not to abolish them.",Thomas Aquinas,141,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
520,EXAMINATION OF CONSCIENCE,"There are five points in this method of making the general examination of conscience. First, give thanks to God for favors received. Second, ask for grace to know my sins and to rid myself of them. Third, demand an account of my soul from the time of rising to the present examination. I should go over one hour after another, one period after another. The thoughts should be examined first, then the words, and finally the deeds. … Fourth, ask pardon of God our Lord for my faults. Fifth, resolve to amend with the grace of God. Close with an Our Father.",Ignatius Loyola,142,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
521,EXAMINATION OF CONSCIENCE,"Before going to bed make a general examination of conscience, then … go to sleep with a good thought in your mind.",Vincent de Paul,142,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
522,EXTREME UNCTION,"In this life man encounters many obstacles that prevent him from being perfectly cleansed from his sins. And since no one can enter eternal life unless he is entirely cleansed from sin, another sacrament was needed whereby a man is cleansed from sin, delivered from his weakness, and prepared to enter the heavenly kingdom. This is the sacrament of Extreme Unction.",Thomas Aquinas,143,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
523,EXTREME UNCTION,Extreme Unction … does not always restore the health of the body … because it may be that a man’s life is not expedient for the salvation of his soul.,Thomas Aquinas,143,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
524,FAILURE,So you have Med? … You have not Med; you have gained experience. Forward!,Josemaria Escriva,144,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
525,FAITH,Faith is the ear of the soul.,Clement of Alexandria,145,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
526,FAITH,"God does not ask for our blood, but for our faith.",Cyprian of Carthage,145,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
527,FAITH,"We must neither doubt nor hesitate with respect to the words of the Lord; rather, we must be fully persuaded that every word of God is true and possible, even if our nature should rebel against the idea—for in this lies the test of faith.",Basil the Great,145,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
528,FAITH,Whoever does not trust the Lord in small matters is quite clearly an unbeliever in things of greater importance.,Basil the Great,145,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
529,FAITH,"Faith means battles. If there are no contests, it is because there are none who desire to contend.",Ambrose of Milan,145,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
530,FAITH,"It is good that faith should precede reason, lest we seem to demand reasons from our Lord God in the same way that we might demand them of a man. How unworthy it would be to believe the human testimonies of another, and not believe the utterances of God Himself.",Ambrose of Milan,145,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
531,FAITH,"Without faith, every human labor is empty.",Fulgence of Ruspe,145,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
532,FAITH,"Faith is the proof of what cannot be seen. What is seen gives knowledge, not faith.",Pope Gregory the Great,145,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
533,FAITH,"Faith furnishes prayer with wings, without which it cannot soar to heaven.",John Climacus,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
534,FAITH,"Faith is a sure foretaste, by the exercise of the will, of truth that is not yet manifested.",Bernard of Clairvaux,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
535,FAITH,By faith the Christian soul enters … into marriage with God.,Thomas Aquinas,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
536,FAITH,Faith is the foretaste of that knowledge which hereafter will make us happy.,Thomas Aquinas,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
537,FAITH,Someone may object that it is foolish to believe what he cannot see. … Yet life in this world would be altogether impossible if we were to believe only what we can see. How can we live without believing others? How is a man to believe that his father is So-and-so? Hence man finds it necessary to believe others in matters that he cannot know perfectly on his own.,Thomas Aquinas,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
538,FAITH,A faint faith is better than a strong heresy.,Thomas More,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
539,FAITH,"I trust you will be more reasonable than was one man in his attitude toward a liar. He swore that he would not, even for twenty coins, listen to that liar say his Creed. For he knew the man to be so untruthful that he thought he would no longer believe his own Creed if he heard it once out of the mouth of this liar.",Thomas More,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
540,FAITH,Only a person of very small faith could believe that so great a God doesn’t have the power to give food to those who serve Him.,Teresa of Avila,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
541,FAITH,Faith is the union of God with the soul.,John of the Cross,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
542,FAITH,It is because of faith that we exchange the present for the future.,Fidelis of Sigmaringen,146,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
543,FAITH,Faith is … a beam radiating from the face of God.,John Eudes,147,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
544,FAITH,"I may love by halves, I may obey by halves; I cannot believe by halves: either I have faith, or I have it not.",John Henry Cardinal Newman,147,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
545,FAITH,"What is more elevating and transporting, than the generosity of heart that risks everything on God’s word.",John Henry Cardinal Newman,147,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
546,FAITH AND LOVE,Have a steadfast faith in Jesus Christ and love Him. That is the beginning and end of life: faith the beginning and love the end. When the two are united you have God. Everything else that has to do with real goodness is dependent on faith and love.,Ignatius of Antioch,148,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
547,FAITH AND LOVE,"Let no one be puffed up by his rank, for faith and love are everything, and nothing is more precious than these.",Ignatius of Antioch,148,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
548,FAITH AND LOVE,"Just as the mere memory of fire doesn’t warm the body, so also faith without love doesn’t produce the light of knowledge in the soul.",Maximus the Confessor,148,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
549,FAITH AND WORKS,How can a man say he believes in Christ if he doesn’t do what Christ commanded him to do?,Cyprian of Carthage,149,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
550,FAITH AND WORKS,"True religion consists of these two elements: pious doctrines and virtuous actions. God does not accept doctrines apart from good works, nor are works, when divorced from godly doctrines, accepted by God. What does it profit a man to be an expert theologian if he is a shameless fornicator; or to be nobly self-controlled, but an impious blasphemer?",Cyril of Jerusalem,149,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
551,FAITH AND WORKS,"If we ask the question whether Jesus is the Christ, all who are Christians reply yes with one voice. But let their voices be silent for a little while so we can question their lives.",Augustine of Hippo,149,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
552,FAITH AND WORKS,"The mother of faith is hard work and an upright heart; the one builds up belief, the other makes it endure.",John Climacus,149,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
553,FAITH AND WORKS,"When men are slow to do good, they fast lose both faith and grace. For we find for more men who would rather believe well than do well.",Thomas More,149,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
554,FAITH AND WORKS,"Much caution is necessary, lest by much talk about faith, and much insistence on it without any distinctions or explanations, occasion be given to the people, whether before or after they have faith informed by charity, to become slothful and lazy in good works.",Ignatius Loyola,149,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
555,"FAITH, HOPE, AND LOVE (CHARITY)","Love … the Apostle Paul declares to be greater than the other two graces, that is, than faith and hope. … For when there is a question as to whether a man is good, we don’t ask what he believes, or what he hopes, but what he loves.",Augustine of Hippo,150,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
556,"FAITH, HOPE, AND LOVE (CHARITY)","There is no love without hope, no hope without love, and neither love nor hope without faith.",Augustine of Hippo,150,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
557,"FAITH, HOPE, AND LOVE (CHARITY)","All things are possible for him who believes, more to him who hopes, even more to him who loves.",Lawrence of Brindisi,150,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
558,"FAITH, HOPE, AND LOVE (CHARITY)","O man, believe in God with all your might, for hope rests on faith, love on hope, and victory on love; the reward will follow victory, the crown of life the reward, but the crown is the essence of things eternal.",Nicholas of Flue,150,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
559,"FAITH, HOPE, AND LOVE (CHARITY)","My children, the three acts of faith, hope, and charity contain all the happiness of man upon earth.",John Vianney,150,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
560,THE FAMILY,"We take care of our possessions for our children, but the children themselves we take no care of at all. What an absurdity this is! Form the soul of the son aright, and all the rest will be added afterward.",John Chrysostom,151,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
561,THE FAMILY,"Isn’t it absurd to send children out to jobs and to school, and to do all you can to prepare them for these, and yet not to “bring them up in the chastening and admonition of the Lord” [Eph. 6:4]? … Discipline is needed, not eloquence; character, not cleverness; deeds, not words. These gain a man the kingdom.",John Chrysostom,151,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
562,THE FAMILY,Disorder in the society is the result of disorder in the family.,Angela Merici,151,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
563,THE FAMILY,"Love no child of your own so tenderly that you would not be content to sacrifice him to God as Abraham was ready to do for Isaac, if God were to command you to do so. And since we know that God would never do that, offer your child otherwise to God’s service.",Thomas More,151,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
564,THE FAMILY,"Depart, accursed fathers and mothers! Depart into the hell where the wrath of God awaits you, you and the good deeds you have done, while all the time you have let your children run wild. Depart into hell; they will not be long in joining you there.",John Vianney,151,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
565,THE FAMILY,"For many years I have had no prayer for my children but that our Blessed God would do everything to them and in them in the way of affliction and adversity, if only—He will save their souls!",Elizabeth Ann Seton,151,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
566,THE FAMILY,"Happiness is to be found only in the home where God is loved and honored, where each one loves, and helps, and cares for the others.",Theophane Venard,151,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
567,THE FAMILY,"My last desire, children, is that the love of our Lord dwell in you so that it will change you into so many apostles, zealous for His glory. You will be the treasure of your families, whom you will make happy by your good conduct.",Pope Pius,152,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
568,FASTING AND ABSTINENCE,X How do we distinguish the fasting of our God and King from the fasting of that tyrant the Devil? Clearly by its moderation. … Everything that is extreme is destructive.,Amma Syncletica,152,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
569,FASTING AND ABSTINENCE,Fasting is a medicine.,John Chrysostom,153,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
570,FASTING AND ABSTINENCE,"The immoderate long fasts of many displease me, for I have learned by experience that the donkey worn out with fatigue on the road seeks rest at any cost. In a long journey, strength must be supported. Jerome Total abstinence is easier than perfect moderation.",Augustine of Hippo,153,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
571,FASTING AND ABSTINENCE,I abstain from flesh lest I should cherish the vices of the flesh. A man becomes a beast by loving what beasts love.,Bernard of Clairvaux,153,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
572,FASTING AND ABSTINENCE,"Don’t you know that fasting can master concupiscence, lift up the soul, confirm it in the paths of virtue, and prepare a fine reward for the Christian?",Hedwig of Silesia,153,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
573,FASTING AND ABSTINENCE,Abstinence is the mother of health. A few ounces of going without is an excellent recipe for any ailment.,Anthony Grassi,153,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
574,FASTING AND ABSTINENCE,Continual moderation is better than fits of abstinence interspersed with occasional excesses.,Francis de Sales,153,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
575,FASTING AND ABSTINENCE,"As long as he who fasts, fasts for God, and he who fasts not, also fasts not for God, devotion is as well satisfied with one as with the other.",Francis de Sales,154,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
576,FASTING AND ABSTINENCE,"They alone can truly feast, who have first fasted.",John Henry Cardinal Newman,154,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
577,FAULT-FINDING,"We are too fond of flinging our own faults behind our backs, so that we may fix all our attention on the foibles and failings of others. Pior Would to God that we were all of the mind to think that no man is as bad as ourselves! For that would be the way to mend both them and ourselves. But as it is now, they blame us, and we blame them, though both sides are actually worthy of blame, and both are more ready to find others’ faults than they are to correct their own.",Thomas More,155,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
578,FAULT-FINDING,We would all much better mend our ways if we were as ready to pray for one another as we are to offer one another reproach and rebuke.,Thomas More,155,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
579,FAULT-FINDING,"Let us look at our own shortcomings and leave other people’s alone; for those who live carefully ordered lives are apt to be shocked at everything, and we might well learn very important lessons from the persons who shock us.",Teresa of Avila,155,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
580,FAULT-FINDING,"Nothing would be done at all, if a man waited until he could do it so well that no one could find fault with it.",John Henry Cardinal Newman,155,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
581,FEAR,"When we say, “Deliver us from evil,” there remains nothing further that ought to be asked. For once we have asked God’s protection against evil, and have obtained it, then we stand secure and safe against everything that the Devil and the world would work against us. What fear is there in this life for the one whose guardian in this life is God?",Cyprian of Carthage,156,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
582,FEAR,The weight of fear is the anchor of the heart.,Pope Gregory the Great,156,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
583,FEAR,"Ah, fear, abortive imp of drooping mind; self- overthrow, false friend, root of remorse … ague of valor … love’s frost, the mint of lies.",Robert Southwell,156,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
584,FEAR,We must not fear fear.,Francis de Sales,156,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
585,FEAR,What has a person to fear who lives in the arms and bosom of God?,Paul of the Cross,156,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
586,FEAR OF GOD,No one in all creation is rich but the one who fears God.,Ephraem the Syrian,157,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
587,FEAR OF GOD,"The fear of God prepares a place for love. But once love has begun to dwell in our hearts, the fear that prepared the place for it is driven out. … In sewing, the needle introduces the thread into the cloth. The needle goes in, but the thread cannot follow unless the needle comes out first. In the same way, the fear of God first occupies our minds, but it does not remain there, because it enters only in order to introduce love.",Augustine of Hippo,157,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
588,FEAR OF GOD,The fear of God wounds us like a surgeon’s knife.,Augustine of Hippo,157,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
589,FEAR OF GOD,"Perfect love … leads a man on to perfect fear. Such a man fears and keeps to God’s will, not for fear of punishment, not to avoid condemnation, but … because he has tasted the sweetness of being with God; he fears he may fall away from it.",Dorotheos of Gaza,157,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
590,FEAR OF GOD,"I have learned for a fact that nothing so effectively obtains, retains, and regains grace, as that we should always be found not high-minded before God, but filled with holy fear.",Bernard of Clairvaux,157,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
591,FEAR OF GOD,"Though the zealous service of God our Lord out of pure love should be esteemed above all, we should also praise highly the fear of the Divine Majesty. For not only the fear of a son, but also the fear of a slave, is pious and very holy. When nothing higher or more useful is attained, the fear of a slave is very helpful for rising from mortal sin, and once this is accomplished, one may easily advance to the fear of a son, which is wholly pleasing and agreeable to God our Lord since it is inseparably associated with the love of Him.",Ignatius Loyola,157,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
592,FEAR OF GOD,"Perfect charity casts out fear, that is, the fear of pain, not the fear of fault— for true servants of God are always fearful of offending the Supreme Good, and this is indeed the holy fear of God.",Paul of the Cross,158,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
593,THE FLESH,"Love the knowledge of the Scriptures and you will not love the errors of the flesh. Jerome We who are slaves of Christ make our bodies serve and our minds govern, so that the flesh receives its orders and accompanies our will, which is guided by Christ our Maker.",Paulinus of Nola,159,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
594,THE FLESH,"Inordinate love of the flesh is cruelty, because under the appearance of pleasing the body, we kill the soul.",Bernard of Clairvaux,159,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
595,"FOLLY, HOLY","We were deceived by the wisdom of the serpent, but we are freed by the foolishness of God.",Augustine of Hippo,160,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
596,"FOLLY, HOLY","The virtue of innocence is held as foolishness by the wise of this world. Anything that is done out of innocence, they doubtless consider to be stupidity, and whatever truth approves of, in practice is called folly by men of worldly wisdom.",Pope Gregory the Great,160,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
597,"FOLLY, HOLY","What else do worldlings think we’re doing but playing around when we flee what they most desire on earth, and desire what they flee? We’re like jesters and tumblers who, with heads down and feet in the air, draw all eyes to themselves.",Bernard of Clairvaux,160,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
598,"FOLLY, HOLY","Out of gratitude and love for Him, we should desire to be reckoned fools and glory in wearing his costume.",Ignatius Loyola,160,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
599,"FOLLY, HOLY","To be a saint, you must be beside yourself. You must lose your head.",John Vianney,160,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
600,FOOD AND DRINK,"It is fitting before we partake of food to bless the Maker of all things, and to sing when we drink.",Clement of Alexandria,161,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
601,FOOD AND DRINK,"One ought to arise from a meal able to apply oneself to prayer and study. Jerome In comparison with the stars, what is more trifling a matter than my dinner?",Augustine of Hippo,161,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
602,FOOD AND DRINK,"Take even bread with moderation, lest an overloaded stomach make you weary of prayer.",Bernard of Clairvaux,161,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
603,FOOD AND DRINK,"Food ought to be a refreshment to the body, and not a burden. Bonaventure The success of your morning meditation will largely depend on what you have eaten the night before.",Alphonsus Liguori,161,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
604,FOOD AND DRINK,Have a good appetite. God does not want His spouses to look as though He fed them on lizards.,Raphaela Maria Porras,161,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
605,FORGIVENESS,No one heals himself by wounding another.,Ambrose of Milan,162,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
606,FORGIVENESS,There are many kinds of alms the giving of which helps us to obtain pardon for our sins; but none is greater than that by which we forgive from our heart a sin that someone has committed against us.,Augustine of Hippo,162,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
607,FORGIVENESS,"The saints rejoiced at injuries and persecutions, because in forgiving them they had something to present to God when they prayed to Him.",Teresa of Avila,162,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
608,FREE WILL,The freedom of the will is then true freedom when it does not serve vices and sins.,Augustine of Hippo,163,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
609,FREE WILL,"Grace is necessary to salvation, free will is equally so; but grace in order to give salvation, free will in order to receive it.",Bernard of Clairvaux,163,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
610,FREE WILL,"Take away free will, and there remains nothing left to save. … Salvation is given by God alone, and it is given only to the free will. Even as it cannot be wrought without the consent of the receiver, it cannot be wrought without the grace of the Giver.",Bernard of Clairvaux,163,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
611,FREE WILL,"God presses us, but does not oppress our liberty.",Francis de Sales,163,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
612,"FREEDOM, LIBERTY","Yoke yourself under the law of God, so that you may be in truth a free man.",Ephraem the Syrian,164,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
613,"FREEDOM, LIBERTY","The chains of grace are so powerful, and yet so sweet, that though they attract our heart, they do not shackle our freedoms.",Francis de Sales,164,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
614,"FREEDOM, LIBERTY","I leave you the spirit of liberty—not that which excludes obedience, for that is the liberty of the flesh; but that which excludes restraint, scruple, and worry.",Frances de Sales,164,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
615,FREEDOM OF RELIGION,When threatened with the choice between martyrdom or worship of the Roman gods: That piety is worthless which forces men to be crushed against their will.,Crispina of Thacora,165,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
616,FREEDOM OF RELIGION,"You can force a man to enter a church, to approach the altar, to receive the Sacrament; but you cannot force him to believe.",Augustine of Hippo,165,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
617,FREEDOM OF RELIGION,"Unbelievers who have never accepted the faith should be subjected to no compulsion at all, for belief is an art of freedom. Given the power, however, the faithful may use force to prevent unbelievers from impeding the faith by blasphemy, or evil persuasion, or open persecution.",Thomas Aquinas,165,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
618,"FRIENDS, FRIENDSHIP",Speaking of his dear friend St. Gregory Nazianzen: We lived in each other.,Basil the Great,166,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
619,"FRIENDS, FRIENDSHIP","For in this way especially does a friend differ from a flatterer: The flatterer speaks to give pleasure, but the friend refrains from nothing, even that which causes pain.",Basil the Great,166,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
